,alibaba-ap-south-1,alibaba-ap-southeast-2,alibaba-ap-southeast-3,alibaba-ap-southeast-5,alibaba-cn-chengdu,alibaba-cn-huhehaote,alibaba-cn-qingdao,alibaba-cn-zhangjiakou,alibaba-eu-central-1,alibaba-eu-west-1,alibaba-me-east-1,alibaba-us-east-1,alibaba-us-west-1,aws-af-south-1,aws-ap-east-1,aws-ap-northeast-1,aws-ap-northeast-2,aws-ap-northeast-3,aws-ap-south-1,aws-ap-southeast-1,aws-ap-southeast-2,aws-ca-central-1,aws-eu-central-1,aws-eu-north-1,aws-eu-south-1,aws-eu-west-1,aws-eu-west-2,aws-eu-west-3,aws-me-south-1,aws-sa-east-1,aws-us-east-1,aws-us-east-2,aws-us-west-1,aws-us-west-2,azure-australiacentral,azure-australiaeast,azure-australiasoutheast,azure-brazilsouth,azure-canadacentral,azure-canadaeast,azure-centralindia,azure-centralus,azure-eastasia,azure-eastus2,azure-francecentral,azure-germanywestcentral,azure-japaneast,azure-japanwest,azure-koreacentral,azure-koreasouth,azure-northcentralus,azure-northeurope,azure-norwayeast,azure-southafricanorth,azure-southcentralus,azure-southeastasia,azure-southindia,azure-switzerlandnorth,azure-uaenorth,azure-uksouth,azure-ukwest,azure-westcentralus,azure-westeurope,azure-westus2,gcp-asia-east1,gcp-asia-east2,gcp-asia-northeast1,gcp-asia-northeast2,gcp-asia-northeast3,gcp-asia-south1,gcp-asia-southeast1,gcp-asia-southeast2,gcp-australia-southeast1,gcp-europe-central2,gcp-europe-north1,gcp-europe-west1,gcp-europe-west2,gcp-europe-west3,gcp-europe-west4,gcp-europe-west6,gcp-northamerica-northeast1,gcp-southamerica-east1,gcp-us-central1,gcp-us-east1,gcp-us-east4,ibm-au-syd,ibm-br-sao,ibm-ca-tor,ibm-eu-de,ibm-eu-gb,ibm-jp-osa,ibm-jp-tok,ibm-us-east,ibm-us-south,tencent-ap-bangkok,tencent-ap-beijing,tencent-ap-chengdu,tencent-ap-chongqing,tencent-ap-guangzhou,tencent-ap-hongkong,tencent-ap-jakarta,tencent-ap-mumbai,tencent-ap-nanjing,tencent-ap-seoul,tencent-ap-singapore,tencent-ap-tokyo,tencent-eu-frankfurt,tencent-na-ashburn,tencent-na-siliconvalley,tencent-na-toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-koreacentral,137.988,169.592,72.857,81.508,89.063,86.962,67.464,87.739,218.045,219.445,145.364,184.762,130.437,326.169,38.994,26.381,3.323,30.617,131.448,74.029,147.463,194.106,237.501,260.541,212.586,244.848,239.834,231.670,151.194,302.411,181.793,183.387,130.793,119.819,150.283,149.002,141.010,299.600,176.388,185.988,135.676,206.661,41.018,179.981,210.571,217.193,31.303,67.956,2.645,8.516,163.443,228.157,240.254,362.256,160.457,66.024,100.128,214.720,145.243,218.145,220.353,151.466,221.250,126.107,43.229,37.322,30.107,27.554,3.235,145.470,68.968,80.603,146.750,252.573,263.240,240.598,230.380,241.123,237.182,240.543,178.649,291.868,173.560,190.005,179.095,146.463,304.152,175.240,222.444,226.439,30.844,31.601,177.907,162.738,81.996,80.692,85.472,72.645,63.175,40.339,80.694,152.816,68.006,3.540,76.410,27.292,218.305,178.021,130.538,180.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-koreasouth,123.545,163.168,64.948,81.169,108.701,111.408,102.981,116.675,209.493,212.359,137.839,185.000,122.758,317.945,39.578,19.107,8.315,29.777,141.526,73.800,146.170,184.938,229.044,252.917,204.308,242.141,233.401,227.138,141.177,296.008,175.602,176.368,123.346,113.220,145.015,138.771,148.529,292.106,178.677,182.327,116.703,149.761,35.546,196.993,203.694,213.332,19.793,11.646,8.039,1.347,158.263,219.321,233.215,352.817,141.892,62.554,93.131,207.780,136.123,211.387,211.415,135.930,211.959,126.995,43.167,37.182,29.230,27.522,8.028,125.175,69.024,82.938,147.146,250.698,257.650,239.004,231.619,237.517,234.292,238.795,181.264,289.874,173.112,190.116,178.016,149.002,308.293,175.486,218.948,224.814,30.010,30.053,181.932,162.401,74.865,71.028,79.352,115.928,56.784,31.432,74.833,132.424,92.862,8.148,60.545,26.678,213.030,176.362,122.973,174.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-northcentralus,220.214,208.541,214.985,225.948,206.803,204.965,189.866,203.679,110.456,96.963,211.601,21.375,74.866,241.834,191.710,142.607,167.320,151.733,223.294,214.102,199.821,22.423,112.574,126.596,120.605,87.597,96.871,104.309,199.214,136.092,24.896,19.663,75.821,93.585,188.017,182.750,194.490,137.558,17.099,24.361,230.314,9.140,191.618,24.151,98.432,104.599,151.244,147.347,163.289,158.520,2.549,82.227,114.733,259.664,43.355,232.258,251.268,109.016,209.030,91.683,94.116,27.039,98.660,45.955,180.010,187.246,137.326,145.348,167.718,221.420,208.045,218.455,182.710,119.846,123.610,98.894,91.838,106.159,100.647,109.960,21.335,133.364,12.109,31.259,20.233,252.421,137.290,15.421,108.375,96.059,155.970,147.730,24.217,37.047,227.721,217.717,233.756,225.319,199.862,190.889,227.149,221.084,206.559,167.609,210.638,145.749,109.758,19.672,50.491,15.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-northeurope,134.705,266.404,175.188,171.898,267.694,269.429,256.433,255.868,23.425,11.837,126.512,76.872,135.510,160.725,195.495,228.903,230.864,237.115,136.526,162.906,257.943,78.405,24.100,41.901,34.682,1.717,13.099,18.889,117.179,173.546,67.343,77.804,134.204,147.305,249.443,245.367,242.008,173.753,80.004,92.849,137.180,87.972,194.329,71.322,17.009,22.936,231.378,235.849,228.156,219.276,82.480,1.020,33.809,178.484,97.039,158.372,177.469,28.551,125.206,10.050,14.093,102.555,16.116,131.155,231.233,219.984,228.275,239.705,240.214,142.317,182.902,198.681,259.533,36.510,45.663,16.835,12.021,22.307,19.227,29.840,85.921,184.815,100.655,88.287,76.760,308.133,170.944,82.958,24.814,10.847,236.460,235.063,66.953,104.923,189.184,239.413,233.505,266.341,203.942,192.962,173.178,137.798,244.123,228.938,161.234,232.907,27.111,66.240,138.388,80.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-norwayeast,146.405,282.457,181.677,184.571,278.361,273.319,261.706,266.937,23.851,28.440,137.711,105.346,167.879,172.343,208.663,238.611,243.820,239.965,142.166,174.351,284.240,113.671,22.826,13.588,36.150,38.876,29.892,33.045,127.000,210.539,101.630,112.907,171.050,185.228,261.128,256.972,253.883,207.226,116.009,125.161,148.655,121.768,202.916,104.765,29.260,23.913,236.469,251.193,240.641,233.546,116.017,33.809,2.257,194.912,130.060,172.130,189.200,28.430,136.414,27.830,29.969,135.500,21.520,166.097,250.233,231.372,245.846,262.147,258.646,154.824,197.028,211.975,279.121,39.177,19.886,35.935,38.000,30.453,29.843,34.627,121.305,212.431,131.506,117.518,104.310,323.436,208.106,118.159,29.174,30.232,250.272,236.432,102.419,140.373,202.655,253.938,249.904,253.621,219.083,203.537,185.199,147.675,238.061,238.593,175.388,237.848,22.960,101.628,169.931,116.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-southafricanorth,267.479,410.639,323.997,308.612,403.016,402.976,378.532,392.927,173.791,166.349,258.968,242.461,309.062,18.174,329.420,357.898,365.044,362.352,269.268,294.513,380.133,250.849,172.344,190.524,165.413,173.027,170.475,165.431,195.085,346.502,239.575,248.970,310.120,319.910,381.200,379.489,375.612,343.738,250.935,259.526,269.132,271.255,327.129,243.686,169.679,173.324,357.463,370.876,362.504,352.820,259.560,178.957,194.791,2.244,274.105,294.634,310.602,168.221,256.634,169.939,170.459,279.246,176.399,304.746,371.390,349.500,363.435,378.165,377.539,272.935,318.096,330.204,399.977,185.441,197.622,166.668,162.647,170.943,172.170,168.081,245.366,343.799,259.565,248.986,236.685,441.360,344.533,253.646,174.061,179.592,364.967,357.778,239.937,276.592,317.615,372.594,375.571,385.057,340.017,322.536,304.024,268.384,362.076,359.373,295.788,359.350,173.416,239.529,304.488,251.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-southcentralus,227.745,170.435,204.367,205.070,189.980,188.132,172.996,182.253,116.365,110.939,220.102,37.292,40.282,250.533,172.938,125.197,159.244,131.405,225.921,190.933,171.192,56.545,117.346,135.102,125.515,97.984,107.090,110.330,210.030,147.934,37.318,41.913,35.450,50.676,174.830,170.440,181.912,140.174,47.017,56.629,225.497,25.398,175.307,27.544,109.211,118.541,130.860,130.793,160.334,141.738,37.633,96.746,129.969,274.389,1.203,197.866,224.468,123.809,212.351,105.141,107.773,24.130,112.275,44.779,176.181,179.055,133.355,141.238,165.401,237.324,204.951,212.232,174.130,135.716,143.162,120.786,108.921,121.409,121.118,125.495,49.672,140.651,35.556,33.381,36.351,236.417,140.240,41.320,115.176,105.123,131.586,124.826,38.810,10.817,216.530,216.960,192.248,219.566,184.026,172.540,203.679,260.929,183.580,148.379,191.788,125.940,115.857,31.958,33.902,49.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-southeastasia,69.046,94.140,7.136,16.190,68.486,95.744,68.602,71.506,152.303,153.463,81.094,234.457,172.641,260.676,36.542,75.691,70.993,71.718,68.546,1.793,90.487,237.595,172.147,195.016,146.719,183.504,176.597,164.435,84.707,335.671,229.002,226.777,173.549,162.716,94.706,89.128,82.135,336.266,218.406,229.187,48.635,225.321,32.049,217.285,149.054,153.672,74.858,79.928,66.340,65.159,232.292,158.545,172.362,294.577,197.651,0.652,34.145,144.398,75.903,153.749,156.189,195.323,154.956,175.091,48.841,36.535,72.446,80.329,69.202,75.183,2.187,14.393,92.081,186.057,200.027,184.216,182.817,170.542,178.482,173.320,232.360,328.074,207.687,227.960,229.037,153.298,354.465,228.786,226.790,225.655,76.210,75.278,239.376,217.643,26.274,78.718,83.523,74.765,49.015,33.840,15.768,57.090,73.270,67.859,2.337,70.707,152.330,225.651,172.888,227.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-southindia,40.225,126.362,74.468,50.579,110.016,122.429,105.737,114.952,165.437,170.200,79.563,253.643,205.463,268.264,69.215,103.018,103.551,109.424,31.664,35.195,123.830,252.698,157.223,201.238,161.057,177.583,166.256,159.243,57.590,351.024,251.686,250.522,206.060,195.595,124.371,121.007,118.383,349.215,258.717,262.288,34.620,232.736,66.500,239.291,161.674,166.145,102.132,110.326,100.023,93.811,251.355,179.230,188.900,311.061,223.795,34.141,1.142,166.758,74.349,179.844,176.854,217.374,179.092,197.030,119.025,95.368,147.815,144.858,127.884,40.406,61.202,81.645,163.234,170.704,201.122,185.330,175.204,165.882,178.675,158.409,255.577,366.420,285.269,250.285,248.825,183.238,380.259,262.526,236.783,254.339,109.191,101.964,248.541,247.830,59.778,113.085,102.542,104.838,82.743,65.870,48.029,52.160,106.042,100.261,34.692,102.750,182.702,242.420,205.085,251.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-switzerlandnorth,121.011,265.040,164.903,158.554,296.940,251.668,234.815,250.825,7.171,20.767,111.035,95.671,158.737,170.654,182.578,212.274,219.705,221.428,115.080,148.988,263.070,103.169,11.259,31.297,6.378,34.534,26.617,18.780,99.429,199.279,93.946,102.916,156.721,172.021,234.560,233.009,231.257,197.928,109.166,119.711,123.811,123.015,177.920,97.496,14.191,7.137,210.973,224.666,214.900,207.573,109.131,28.974,28.449,168.397,124.069,144.346,166.488,0.882,111.684,19.597,26.144,139.862,22.895,151.125,218.835,203.410,223.229,233.979,239.165,123.987,172.866,185.800,258.467,21.257,34.394,21.268,21.507,6.784,15.643,2.263,102.983,201.022,120.496,110.035,95.152,293.052,196.308,108.452,10.646,24.565,225.032,212.490,92.546,129.341,175.145,226.517,216.297,238.601,190.242,176.534,156.989,122.023,215.425,212.954,149.553,212.259,6.724,92.238,161.816,107.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-uaenorth,28.958,166.863,177.576,89.325,170.888,177.457,165.675,179.160,116.326,118.009,5.209,192.663,255.081,202.584,109.771,142.763,144.300,150.899,29.189,76.230,163.381,200.986,117.213,138.836,106.294,125.412,118.419,109.586,12.650,295.543,187.719,198.233,255.908,251.709,164.415,160.841,158.200,293.702,199.975,211.717,31.432,219.380,110.368,187.745,112.534,114.898,143.150,150.749,144.831,136.052,208.859,123.483,136.220,257.203,212.382,75.870,74.443,111.619,0.688,115.643,118.575,235.427,118.538,255.924,128.065,117.949,150.124,153.235,146.221,28.402,81.482,93.402,170.609,158.202,167.271,150.493,142.144,138.061,143.231,131.669,227.942,321.281,237.454,225.629,218.860,223.777,374.948,254.666,116.188,120.513,150.031,142.305,249.982,270.817,101.031,156.661,147.479,161.436,119.812,108.943,101.359,29.236,155.879,142.949,75.059,144.259,115.524,187.311,254.530,201.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-uksouth,126.239,259.211,167.231,166.046,220.864,236.879,221.814,238.157,15.415,2.999,116.712,76.792,139.931,149.327,186.183,218.143,221.419,226.361,136.804,151.845,261.597,85.339,18.087,30.286,24.002,12.368,2.779,8.477,103.166,181.463,75.205,84.705,143.583,156.446,241.851,239.143,233.245,178.694,91.109,101.758,128.537,97.002,184.091,78.870,7.156,14.883,216.478,228.746,218.069,212.393,91.572,10.125,28.097,169.948,104.947,153.772,179.900,19.471,115.604,1.180,5.070,111.197,8.555,133.712,223.258,205.113,216.351,225.954,229.376,133.811,177.322,189.875,250.523,29.141,38.307,7.530,3.338,14.647,11.600,20.470,87.185,183.870,100.585,94.115,76.610,298.779,179.073,88.751,15.234,2.152,224.653,222.505,74.731,110.957,178.811,231.238,228.569,233.401,196.823,182.056,163.617,127.285,217.965,218.678,152.708,218.412,15.429,74.426,139.852,87.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-ukwest,130.705,260.142,176.823,168.910,266.696,261.182,252.816,255.722,18.485,5.015,120.011,79.680,146.550,149.910,190.166,219.763,227.421,224.774,132.600,157.029,262.829,88.398,20.408,31.682,27.747,14.450,5.327,10.843,107.004,184.524,77.687,87.227,147.165,157.306,245.587,240.395,237.154,181.359,95.456,105.029,131.375,99.701,186.117,81.303,11.928,19.253,218.351,231.016,219.935,211.365,93.706,13.694,29.853,170.166,108.050,156.902,176.647,26.080,118.258,5.032,1.268,122.881,16.044,141.560,237.597,211.778,220.744,234.761,234.232,135.990,178.629,190.994,252.618,31.446,39.800,10.107,5.722,17.418,12.749,22.760,87.153,186.093,102.754,91.864,78.622,305.128,180.912,92.614,17.415,4.219,232.086,220.181,76.809,115.362,176.936,235.759,233.423,246.385,205.311,184.028,165.974,136.155,222.731,223.506,154.539,220.291,17.875,77.082,144.510,90.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-westcentralus,238.781,161.682,212.081,197.905,216.152,226.371,209.996,220.642,136.064,120.731,236.300,50.081,25.377,266.091,167.109,120.151,146.404,126.068,245.106,185.681,165.950,77.784,135.764,147.401,149.080,114.747,120.051,129.544,219.707,165.769,61.171,62.068,29.216,42.069,167.364,161.261,172.766,161.775,40.703,48.176,243.662,16.218,164.000,45.522,127.090,131.601,124.726,125.413,150.781,135.982,27.575,102.546,142.293,279.094,32.424,194.363,217.359,143.789,235.744,111.275,119.865,0.741,117.912,23.948,165.939,162.177,121.438,128.637,145.088,243.149,187.930,204.661,160.736,151.364,151.506,126.599,123.657,138.323,131.666,140.564,53.304,161.716,31.184,59.833,45.616,226.000,305.969,55.167,134.374,122.794,126.219,119.455,46.300,28.795,209.686,205.603,198.118,190.856,172.764,166.574,200.109,244.621,175.565,143.285,186.367,120.313,130.374,43.798,25.167,35.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-westeurope,143.788,264.673,180.029,166.151,224.521,244.346,238.171,222.738,11.270,9.748,120.579,88.744,149.142,154.061,190.247,221.000,227.816,228.484,127.383,155.162,266.408,92.053,10.132,21.498,19.411,17.656,10.686,12.209,108.044,187.844,81.252,92.179,149.138,157.873,243.331,240.316,237.636,185.539,99.262,108.412,131.405,103.625,185.350,87.127,9.558,15.661,218.757,230.545,220.749,211.627,96.403,16.057,21.423,176.343,110.832,154.711,179.301,22.839,118.556,8.430,15.760,117.937,0.644,140.212,227.046,212.775,220.821,230.015,235.820,133.307,177.817,188.138,254.455,23.991,31.367,10.704,9.779,10.145,5.602,15.727,91.601,192.778,106.882,101.146,84.807,304.672,185.266,96.876,9.434,9.704,227.472,219.165,81.028,119.002,181.116,233.294,242.382,251.136,202.762,184.946,165.935,130.197,220.641,218.349,154.908,221.759,10.592,81.648,152.277,94.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-westus2,237.378,159.567,164.629,179.228,168.259,163.221,144.406,157.642,156.268,140.751,255.657,78.252,23.505,283.272,145.595,98.395,124.878,105.273,231.789,168.162,150.500,99.756,156.571,173.978,167.237,129.246,141.878,146.360,246.037,183.870,83.548,83.478,24.066,13.489,163.935,159.053,170.363,182.387,78.119,93.774,232.173,42.844,147.200,69.434,146.530,156.096,98.285,104.533,126.150,126.463,48.814,130.881,165.045,304.722,43.817,175.089,197.685,150.878,255.777,134.078,144.518,24.370,140.115,0.899,141.422,141.825,102.311,106.872,124.219,238.801,171.529,186.411,154.097,165.322,172.580,147.367,139.528,154.042,145.177,157.202,66.953,177.758,54.968,72.717,61.931,212.872,301.221,55.899,246.680,246.124,104.524,97.425,62.985,49.055,185.581,183.390,185.237,180.710,157.034,141.957,177.908,245.442,160.829,121.662,164.622,99.841,154.076,65.402,23.011,56.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-east1,110.012,133.994,54.340,59.153,61.018,76.637,56.958,65.366,253.515,216.388,135.296,183.617,135.368,405.640,15.693,39.446,51.580,35.223,126.630,45.320,147.876,194.169,246.934,272.723,250.196,255.463,255.808,251.721,156.849,299.697,183.975,185.830,135.594,143.187,141.766,139.275,142.425,316.971,205.465,207.361,118.497,182.353,14.533,192.488,218.763,216.897,46.694,45.168,43.173,43.640,179.822,232.232,250.186,370.868,176.034,48.873,119.952,220.115,128.388,223.130,237.730,166.027,227.306,140.578,0.494,12.465,36.962,38.662,35.891,104.326,48.463,53.751,136.950,259.305,274.196,253.002,246.598,233.895,252.758,235.787,178.528,280.146,157.348,186.932,182.739,138.072,313.044,195.917,225.114,228.959,53.147,49.975,196.111,184.075,74.062,51.967,94.727,71.140,58.712,13.492,57.173,104.985,81.234,42.653,46.149,38.023,232.965,183.778,134.919,173.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-east2,96.754,128.493,43.140,48.926,42.872,56.299,40.460,51.261,221.773,204.673,121.468,185.932,147.372,381.048,2.163,50.258,74.642,49.685,93.180,36.935,128.252,204.733,236.442,254.387,239.558,246.084,235.870,237.870,145.036,302.406,197.138,206.519,148.476,156.172,134.044,126.337,129.987,315.877,205.023,203.378,92.758,181.522,2.714,200.887,206.059,200.509,47.415,45.187,36.952,36.959,187.241,219.193,231.394,348.728,179.557,36.478,104.371,202.655,117.925,209.433,211.282,162.714,207.467,142.316,12.608,0.478,48.887,50.619,37.057,91.002,35.853,48.115,129.082,248.206,252.949,228.687,242.760,227.495,230.927,229.472,190.666,293.062,176.146,199.375,186.467,126.444,315.605,196.933,206.220,211.673,61.075,51.043,204.846,181.870,62.787,39.559,46.273,37.886,13.015,1.577,49.279,96.891,33.410,37.585,36.523,47.680,223.260,186.745,147.310,185.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gcp-asia-northeast1,130.674,122.303,94.379,95.919,87.202,91.051,87.547,74.935,227.949,220.876,170.920,146.322,108.439,375.051,51.423,3.501,34.910,9.729,130.204,82.589,111.263,164.584,232.536,246.119,244.379,224.901,216.161,224.971,186.543,263.624,159.631,158.418,112.965,108.440,127.959,122.913,134.616,265.927,158.987,159.839,131.015,140.225,49.889,153.839,226.873,223.764,4.104,10.116,29.397,30.232,139.186,228.411,249.434,366.894,134.409,72.890,147.900,226.062,154.035,218.773,220.577,121.205,220.488,99.594,37.068,49.249,0.505,9.194,32.881,133.598,75.922,93.796,122.759,244.798,244.478,223.320,217.392,229.856,222.674,235.213,151.365,256.819,145.800,162.026,146.549,121.644,263.215,152.300,228.660,232.088,9.332,2.673,157.445,137.644,112.863,68.984,77.448,98.647,58.173,46.754,82.468,137.394,95.635,33.964,80.198,3.800,232.277,147.502,108.985,145.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
